scully_lines,season,episode
"SCULLY:       Well, if you're going to tell me that he, uh, stopped by the side of the road to raise the dead, which I hope you're not, I've got two things to say to you.  One is that his previous circles were made of blood, not salt, and two...  ",7,5
SCULLY:       Protecting himself against what?  ,7,5
SCULLY:    More salt.  ,7,5
SCULLY:   Losing your daughter.  You're in a custody battle with the parents of your late wife.  I just spoke with your doctor.  That's why you're here.  ,7,5
SCULLY:    And so you retired.  ,7,5
"SCULLY:    And to that end, they committed suicide.  ",7,5
SCULLY:    Could you tell us a little bit more about this man?  ,7,5
SCULLY:    Rice County morgue.  ,7,5
"SCULLY:    Mulder, you're telling me it's more important to track down four dead bodies than one live murderer.  ",7,5
"SCULLY:    Mulder, those people, even when they were alive mangled biblical prophecy to the extent that it's unrecognizable.  The year 2000 is just their artificial deadline and besides, 2001 is actually the start of the new millennium.  ",7,5
"SCULLY:    Anyway, I think that Frank's profile is sound.  ",7,5
"SCULLY:    And I think with it we have our best chance of finding this necromancer, as you call him.  So I am going down to the county morgue.  ",7,5
SCULLY:    And what are you going to do?  ,7,5
"SCULLY'S VOICE:   This is Agent Dana Scully with the FBI.  Please do not autopsy the murder victim that was brought in earlier -- the sheriff's deputy. If you've already started, stop now.  I'll be there shortly and I'll explain when I arrive.  ",7,5
SCULLY:    Hello?  ,7,5
SCULLY:    Sir?  ,7,5
SCULLY:    All things considered...?  ,7,5
"SCULLY:    The Sheriff's Deputy.   The man we found this morning. He was dead and then, somehow, he wasn't.  He attacked me.  ",7,5
SCULLY:    Three rounds center-of-mass into his chest.  No effect.  ,7,5
"SCULLY:    Yeah, this man, uh, Mulder calls a ""necromancer,"" our suspect, he was here, too.  He fired that shot with my gun.  He saved me.  I have no idea why.  He got away but I was in no shape to follow.  Look, sir, I can't even begin to offer an explanation for what happened but I have to say it is exactly what Mulder feared.  ",7,5
"SCULLY:    No, he went looking for our suspect's home.  No one's been able to contact him since.  I've got task force agents canvassing the northwestern Maryland area but it's a large territory to cover and we're running out of time. Sir, I'm just afraid that Mulder may have found what he's looking for. I need your help in finding him.  ",7,5
"SCULLY:    I'm not sure that I really understand your reasons, sir, and I'm starting to wonder what this is all about and how much you know about it. Mulder mentioned the four Millennium members who ""liveth and were dead."" Now, this morning in the morgue, I saw what he was talking about.  ",7,5
SCULLY:    One of them attacked me.  ,7,5
"SCULLY:    Now, as crazy as this sounds, I have to ask.  Do you believe that the Millennium Group is actually capable of bringing about the Endtime? Armageddon?  ",7,5
SCULLY:    But what if it were true?  Good and evil -- which would prevail?  ,7,5
SCULLY:   (on phone)    Scully.  ,7,5
SCULLY:   (on phone)    And?  ,7,5
SCULLY:    Rice County?  That's where I am right now.  ,7,5
SCULLY:    I'm going to need an address.  ,7,5
SCULLY:    Mr. Black.  ,7,5
SCULLY:    Mike Johnson's been taken for psychiatric evaluation. He'll be put under suicide watch just as you asked.  ,7,5
"SCULLY:    (smiles)   And, um...  ",7,5
SCULLY:       There's someone here to see you.  ,7,5
SCULLY:    You're not going to stay and watch?  ,7,5
"SCULLY:       No, it didn't.  ",7,5
"SCULLY:       Happy New Year, Mulder.  ",7,5
SCULLY:    Slow going.  Let's just say I had ample time to read the police report that you faxed me.  ,7,6
"SCULLY:    Sheriff's deputy is slain during a routine patrol.  It's a tragic occurrence but I don't see the mystery here, Mulder.  ",7,6
"SCULLY:    Yes, but that's according to the young man who's accused of his murder.  ",7,6
"SCULLY:    Mulder, tell me you've got more than SAT scores to show that this Tony Reed didn't commit this crime.  ",7,6
"SCULLY:    Oh, my God, it looks like he was hit with a sledgehammer.  ",7,6
"SCULLY:    The damage to the maxillofacial bones and the cranium is consistent with a blunt-force trauma, but... I'd say that, uh, Tony eats his Wheaties.  ",7,6
SCULLY:    Ugh.  His eyeglasses.  ,7,6
"SCULLY:    Well, maybe if he was under the influence of PCP or some kind of stimulant.  ",7,6
"SCULLY:    Well, even so, I mean, stress and fear may have triggered an adrenaline response which is known to enable feats of near-superhuman strength.  ",7,6
"SCULLY:    Sheriff, we don't mean to second-guess you. We're just hoping to be of some assistance.  ",7,6
"SCULLY:    Well, that might make things worse and they seem pretty bad already.  In your statement you say that Deputy Foster stopped you but you don't say why.  ",7,6
"SCULLY:    If you didn't do it, it's all the more reason to clear it up.  ",7,6
"SCULLY:    Tony, you're not likely to get a fairer hearing than this.  ",7,6
SCULLY:    16 years old and his life is over unless he starts telling the truth.  ,7,6
"SCULLY:    I'm not saying he's guilty, Mulder.  I'm inclined to agree that Tony Reed did not commit murder but I think that he saw the person who did, and he may be covering up for him.  ",7,6
SCULLY:    What kind of force?  ,7,6
"SCULLY:    (innocently, almost coy)  Mulder.  Rather than spirits... can we at least start with Tony's friends?  (looks like she is playing with his tie) Please?  Just... for me?  I think there's one person in particular I'd like to talk to.  ",7,6
SCULLY:    (showing her badge)   Chastity Raines?  I'm Agent Scully. This is Agent Mulder.  We're with the FBI.  ,7,6
SCULLY:    Do you?  ,7,6
SCULLY:    Do you realize that Tony could go to prison for the rest of his life for this?  ,7,6
"SCULLY:    A ""Betty""?  ",7,6
SCULLY:   (on phone)   Scully.  (pause)  What about the murder weapon?  ,7,6
SCULLY:    How many people have access to this room?  ,7,6
SCULLY:    (glancing up at a video camera)  What does the tape show?  ,7,6
SCULLY:    Can we take a look at the surveillance tape?  ,7,6
"SCULLY:    No one's saying that you are, Sheriff.  ",7,6
SCULLY:    Could there be a malfunction with the VCR?  ,7,6
SCULLY:    What am I supposed to be seeing?  ,7,6
SCULLY:    Sorry to make you trek over here for what's probably a glitch.  ,7,6
SCULLY:    Especially since ghosts don't go around leaving synthetic polymers in their wake.  ,7,6
SCULLY:    I think we can rule that out.  ,7,6
SCULLY:    Which is impossible because it only appears for a single frame.  ,7,6
SCULLY:    Scag?  ,7,6
SCULLY:    What?  ,7,6
"SCULLY:    Excuse me, please.  Thank you.  ",7,6
"SCULLY:    (looking at the squished MR BABBITT)    Based on the eyewitness accounts of the students I spoke to, at this moment I'd have to say that I don't have one.  ",7,6
SCULLY:    The ones we found in the evidence room?  ,7,6
SCULLY:    You think Max did this?  Based on what?  ,7,6
"SCULLY:    Well, he may have had motive but he didn't have opportunity. There was nobody here who saw him even go near the victim.  ",7,6
"SCULLY:    Well, Mulder, he's a teenager.  Everything about him is changing. His body and his brain chemistry is in a state of unparalleled upheaval, plus there's peer pressure and substance abuse.  Any one of these factors could alter his behavior radically.  ",7,6
SCULLY:    That's your theory?  ,7,6
"SCULLY:    Sheriff, we'd like to ask your son a few questions if that's okay.  ",7,6
"SCULLY:    (reading MAX's file)   High temperature and heart rate, low blood sugar, electrolytes show acidosis.  All of these symptoms are consistent with extreme exertion and withdrawal.  ",7,6
SCULLY:    That's not going to happen any time soon.  Your condition's getting worse and we're not going to be able to help you unless you can tell us what's going on.  ,7,6
SCULLY:    There's some test results missing from Max's chart. I think we should track them down.  ,7,6
SCULLY:    Hot off the presses.  ,7,6
SCULLY:    This can't be right.  ,7,6
"SCULLY:    Oh, my God.  ",7,6
"SCULLY:    Evidence of cerebral lesions from repeated concussions... arthritis in his spine and major joints. Stress fractures, numerous muscle and... and ligament micro-tears.  ",7,6
"SCULLY:    In a teenager?  I can't even imagine.  This is the kind of thing that you'd see in someone who's crashed race cars or played pro football for 15 years.  Whatever Max is doing, it's killing him.  ",7,6
SCULLY:    Yeah.  ,7,6
SCULLY:    Mulder...  ,7,6
"SCULLY:    Yes, Mulder, but it's impossible.  The human body just isn't designed to move like that.  ",7,6
"SCULLY:    Well, it's too soon to tell.  He's unconscious and bleeding internally apparently from a blow to the abdomen.  ",7,6
SCULLY:    Why would he leave it behind?  You think he's doing it to taunt the police?  ,7,6
SCULLY:    But if he can do what you claimed then... then who could possibly intervene?  ,7,6
SCULLY:    Tony.  How do we find him?  ,7,6
"SCULLY:    The woods near where the deputy was killed. You know, Tony never came clean about what he was doing out there.  ",7,6
SCULLY:    Did the USGS show up?  ,7,6
SCULLY:    And what did they come up with?  ,7,6
"SCULLY:    What'd you expect them to find, Mulder?  ",7,6
"SCULLY:    Well, you and I were both in there and nothing happened to us. We're still slowpoking around.  ",7,6
"SCULLY:    Well, that's doubtful.  But no more so than any other theory. I mean, it's worth checking out.  ",7,6
"SCULLY:    Bruises and muscle strains, mostly.  He'll recover... go back to being a normal kid.  ",7,6
SCULLY:    (turning back to the men)  I promise you there is nothing supernatural about this man.  Donnie Pfaster is just plain evil.  ,7,7
SCULLY:    A man escaped from prison.  ,7,7
SCULLY:    Isn't that why we're here?  ,7,7
"SCULLY:    Mulder, this case doesn't bother me.  ",7,7
"SCULLY:    Mulder, that man does things to people that no one should ever have to think about.  It's not a question of if I should stay.  I don't have a choice. So let's get to work.  ",7,7
SCULLY:    6:06?  And what's so supernatural about that?  ,7,7
SCULLY:    Have they been apprehended?  ,7,7
"SCULLY:    You mean, did I see him raise his foot?  Yes, I saw that.  ",7,7
"SCULLY:    (smiling)  I know what hypnosis is, Mulder.  ",7,7
SCULLY:    If you're suggesting that Donnie Pfaster escaped from prison using a technique from a Vegas lounge act I'd think again.  ,7,7
"SCULLY:    So, how would Donnie have acquired this amazing ability?  ",7,7
"SCULLY:    Well, then, who?  ",7,7
SCULLY:    That song-- can you hear that?  ,7,7
SCULLY:    I haven't heard that song since high school.  That's the second time I've heard it in the last hour.  ,7,7
SCULLY:    Did you see him?  ,7,7
"SCULLY:    Excuse me, uh, could you turn that up, please?  ",7,7
SCULLY:    (looking very confused as she listens to the song)   Yeah.  ,7,7
"SCULLY:    You're lucky to be alive, Reverend Orison.  ",7,7
SCULLY:    Special Agent Dana Scully.  ,7,7
SCULLY:    (no nonsense)   That's nice... But my partner and I are more concerned with several disappearances from maximum-security facilities that seem to involve you.  ,7,7
SCULLY:    What do you mean?  Reverend?  ,7,7
"SCULLY:    This has nothing to do with me, sir.  ",7,7
"SCULLY:    It's not exactly a long shot, sir.  ",7,7
"SCULLY:    What happened to the inmates, sir?  ",7,7
"SCULLY:    Where are you going, Mulder?  ",7,7
SCULLY:    How do you prove that somebody isn't being directed by God? You don't believe that it happens?  ,7,7
SCULLY:    I don't believe that.  ,7,7
"SCULLY:    Donnie Pfaster isn't dead, and we don't know that the other inmates who escaped are dead, either.  ",7,7
"SCULLY:    No, but I believe that the Reverend believes what he's saying-- that's it's God working through him.  ",7,7
SCULLY:    (wounded)  I'm trying not to take offense.  ,7,7
"SCULLY:    Mulder, I have heard that song three times now.  That may not mean anything to you but it means something to me.  ",7,7
SCULLY:    I never thought about it before.  It never meant anything to me until yesterday when it made me remember something.  ,7,7
SCULLY:    (sighs again)   When I was thirteen my father was stationed in San Diego.  I was listening to the radio to that song when my mother came in and told me that my Sunday School teacher had been killed.  ,7,7
"SCULLY:    He had been murdered in his front yard...  And that's the first time that I ever felt that there was real evil in the world.  Mulder, Reverend Orison called me ""Scout.""  That's the same name that my Sunday School teacher called me.  Donnie pfaster escaped from prison at 6:06 a.m. That's exactly the same time that I woke up yesterday morning when my power went out.  ",7,7
SCULLY:    Swelling of the brain-- a trauma not uncommon with this kind of head injury or accident.  ,7,7
SCULLY:    And he did this himself?  ,7,7
"SCULLY:    ""Its powers.""  ",7,7
SCULLY:    So this hole in his head enables Reverend Orison to help these prisoners escape?  ,7,7
"SCULLY:    Well, nobody can stop the world, Mulder.  I don't care how many holes they have in their head.  ",7,7
"SCULLY:    But why?  I mean, even if he could, why?  ",7,7
"SCULLY:    Well, then, if Reverend Orison meant to kill Donnie Pfaster then why is he still alive?  ",7,7
"SCULLY:    Where did he go?  MULDER:    Marshal?  (No response. MULDER smacks him gently on the face to wake him up.)  MULDER:    Marshal?  MARSHAL:   (confused)   What?  SCULLY:    The prisoner... the man you were guarding in this room. What happened to him?  MULDER:    (looking at the MARSHAL's empty holster)  He's gone, Scully, so's the Marshal's gun.  SCULLY:    You didn't see him?  (The MARSHAL stands up and walks around the room in a daze trying to sort it out.)  MULDER:    Let's go, Scully.  (SCULLY finds a pad of paper on the bedside table.  She picks it up and reads it.)  MULDER:    What is it?  SCULLY:    What does this mean?  (SCULLY shows MULDER the pad of paper. Written on it are the words, ""DON'T LOOK ANY FURTHER."")  MULDER:    Did you tell him?  SCULLY:    No, I only told you.  MULDER:    Oh, he must have...  overheard us when we were talking in the hallway.  SCULLY:    I didn't mention the name of the song.  MULDER:    I'm sure you did.  SCULLY:    No, I'm sure I didn't, Mulder.  MULDER:    Well... maybe this was meant for you.  Don't look any further.  SCENE 14  (Bathroom.  DONNIE PFASTER gets up off the floor and positions himself over the sink to wipe away some of the wax from his face.  He looks up at the mirror, blood trickling down from his cut temple, as REVEREND ORISON cocks a gun behind him.)  REVEREND ORISON:    Whosoever shedeth man's blood by man shall his blood be shed.  DONNIE PFASTER:   What are you doing?  REVEREND ORISON:    Taking you home.   The wicked... will be punished.  SCENE 15  (Night.  REVEREND ORISON is digging a grave, DONNIE PFASTER is beside him on his knees with his hands tied behind his back.)  REVEREND ORISON:    Pray for God's love, Donnie.  Find the humility in yourself to allow God into your heart.  All you have to do is believe. Repent.  You'll feel God's love come to show you the way to His heavenly kingdom.  (DONNIE PFASTER whimpers and cries softly. ORISON points a gun at DONNIE's face.)  REVEREND ORISON:    Are you sorry for what you've done?  DONNIE PFASTER:   You...  (mumbling)  REVEREND ORISON:    What did you say?  DONNIE PFASTER:   Never... No...  No...  REVEREND ORISON:    Why are you crying?  DONNIE PFASTER:   I can't... I can't...  REVEREND ORISON:    Beg His forgiveness for what you did to those girls. For what you did to all those poor, helpless girls.  DONNIE PFASTER:   My violence is always waiting... for an instant. For when His back is turned.  You can see it now.  REVEREND ORISON:    Are you crying for your sins?  Or for yourself?  DONNIE PFASTER:   No, Reverend.  I cry for you.  Because you cannot kill me.  (DONNIE PFASTER's face shifts into that of a demon. ORISON backs away. Cut to ...)  SCENE 16  (Gravesite, next day.  Crime scene team is uncovering REVEREND ORISON's dead body.  MULDER and SCULLY observe.)  MULDER:    You know, it's funny, when all is said and done, there's... not much mystery in murder.  SCULLY:    And for that I owe you an apology, Mulder.  MULDER:    What do you mean?  SCULLY:    Well, you were right.  I was looking too hard for connections that weren't there.  Orison was a murderer, plain and simple.  He liberated those prisoners so he could bring them out here and pass judgment on them.  MULDER:    I guess in his own twisted way he was making good with his God.  Glory, Amen.  Let's go home, Scully.  SCULLY:    You know, Donnie Pfaster placed the call to the police that led us out here.  It's almost like he's begging us to hunt him down.  MULDER:    This X-File is over... lying dead there in a grave he dug himself. Let's let the US Marshals take over from here.  Don't look any further, Scully.  SCENE 17  (SCULLY's apartment.  That evening?   DONNIE PFASTER enters and looks around. He goes into her bedroom and takes her Bible from the chest at the foot of her bed and places it in a drawer.  SCULLY enters the apartment and TURNS ON LIGHTS??? Yes, she turns on lights in every room. Great view of the apartment.  She sets her keys on the table, her gun on the dresser, then begins taking off her suit and sleeveless navy top as DONNIE PFASTER watches from the closet.)  SCENE 18  (SCULLY's apartment.  She changes into a pair of gray flannel pajamas while DONNIE PFASTER watches from the closet.  VERY creepy. SCULLY is about to put her work clothes in the closet when she sees that her clock again says 6:66. She picks up the clock and the power goes off plunging the room into darkness, save for the streetlights which shine in the windows.  SCULLY looks at her closet door which is ajar, realizes something is wrong and starts to throw herself at the door to close it when it flies open and DONNIE PFASTER bursts out.)  CUT TO: (MULDER's apartment.  His phone rings.  The answering machine picks up.)  MULDER:   (recorded voice)   This is Fox Mulder.  Leave a message after the ... (beep).  MARSHALL DADDO:    (voice)   Agent Mulder, Marshall Joe Daddo in Marion. Just talked to a call girl who i.d.'d Donnie Pfaster as an attacker.  Claims Pfaster got real upset when she was wearing a red wig.  Upset she wasn't a redhead.  This mean anything to you?  Appreciate a call back.  (As the machine disconnects, MULDER enters his apartment. He does not check his messages.)  CUT TO: (SCULLY is thrown against a wall.  DONNIE PFASTER picks her up, grabbing her by the throat.  She fights back and manages to gouge his eyes with her thumbs, drawing blood.  He yells in pain and releases her as he reaches for his eyes. She punches him and runs across the room to grab her gun.  He runs at her and flings her repeatedly against the bureau mirror, breaking it.  The pieces shatter all over the floor and she drops the gun.  She kicks him, busts a lamp over his head, breaks free, dumps one of the bookcases on top of his head, and runs to the phone in the hall and dials 911.  DONNIE PFASTER chases her and flings her to the floor on her stomach and lands on top of her.)  SCULLY:    Go back to hell!  (DONNIE PFASTER has her hands behind her back.  He looks at her fingers.)  DONNIE PFASTER:   Who does your nails, girly girl?  SCULLY:    (trying to reason with him)   Let me go!  The only reason why you're alive is because I asked the judge for life!  The only reason why you're alive is because we didn't kill you when we could!  DONNIE PFASTER:   You're the one that got away.  You're all I think about.  SCULLY:    I'm a federal agent.  You do anything to me and they will not give you a break this time.  DONNIE PFASTER:   I'm going to run you a bath.  (SCULLY screams.  He clamps his hand over her mouth.)  CUT TO: (MULDER's apartment.  He is in his bathroom brushing his teeth.  He goes into his bedroom to set his radio alarm.  The last alarm was set at 7 PM. Hmm.  He sets it for 5 AM.  While setting it, he hears a fragment of the song ""Don't Look Any Further.""  He turns it back on while he finishes brushing and swallows the toothpaste. He looks thoughtfully at the radio.)  MUSIC:   Don't look any further Day-o, umba day-o Mambu ji ay-o...  CUT TO: (SCULLY's apartment.  DONNIE PFASTER has tied SCULLY arms behind her back with her own pantyhose.  Another pair, clean, I hope, has been used to gag her.  He drags her, feet first, into a closet.)  DONNIE PFASTER:   Now, be good and don't cause me any problems.  (DONNIE PFASTER closes the closet door and goes into her bathroom. SCULLY hears water running and her phone ringing. DONNIE PFASTER pushes ""play"" on her CD player.  The song, ""Don't Look Any Further"" comes on.)  CUT TO: (MULDER lying in his bed with the phone to his ear. Finally, he hangs up and gets up.)  CUT TO: (DONNIE PFASTER filling SCULLY's tub with water and bubble bath.)  CUT TO: (SCULLY in the closet peering under the crack at the bottom of the door at her gun on the bedroom floor. She looks up at the door handle.)  CUT TO: (DONNIE PFASTER testing the bath water and turning it off.)  CUT TO: (SCULLY standing up in the closet and opening the door with her tied hands.)  CUT TO: (DONNIE PFASTER picks up a bottle of her shampoo.  Willow Lake, made by the Lamour Corporation in Minneapolis.)  MUSIC:   Ooh   Oh, whoa, whoa  Oh Someone to count on In a world ever changin' Here I am Stop where your standin'  CUT TO: (SCULLY hiding under the bed as DONNIE PFASTER passes her into another room.)  MUSIC:   What you need is a lover Someone to take over Oh, girl Don't look any further And it's strange When you think of the chances That we've both been in a state of mind Too cool to be careless Lookin' for the right thing  (SCULLY, grunting, makes her way along the floor to the other side of the bed where her gun is.  Meanwhile, DONNIE PFASTER, in search of candles, has gone into her kitchen, taken out a silverware caddy and removed a knife and a pair of scissors.)  MUSIC:   Oh, baby Don't look any further Tonight We're gonna take a trip to paradise Rockin' all night long Baby Daylight Daylight I'll still be lookin' in your heavenly eyes And we'll go on and on  (SCULLY is close to her gun, but she freezes in fear, blood trickling out of her nose as DONNIE PFASTER passes her again.)  MUSIC:   Day-o, umba day-o Mambu ji ay-o Don't look any further Day-o, umba day-o Mambu ji ay-o Don't look any further  (In the bathroom, DONNIE PFASTER is lighting a LOT of candles. Scully apparently likes them a lot.  There must be 40-50 in the room that he has collected throughout the apartment.)  MUSIC:   Someone to count on In a world ever changing Here I am, baby Stop right where you're standing What you need is a lover Someone to take over Here I am, babe Don't look any further, further...  (SCULLY gets her feet, clad in very cute fuzzy slippers, through her hands, putting her hands in front of her.  She keeps crawling to the gun over the shards of mirror on the bedroom floor.  In the living room, DONNIE PFASTER turns off the stereo and heads for SCULLY.  SLOW MOTION sequence starts. MULDER enters the front door and draws his gun on DONNIE PFASTER. CarriK's lip reading ability says that he says ""Put your hands up!"" and puts his hand on DONNIE's shoulder.  DONNIE PFASTER does not obey. Instead, he turns his head as SCULLY enters the room, her hands unbound, the gag around her neck and her gun hanging loosely in her right hand. She is focused solely on DONNIE PFASTER.  It looks like MULDER asks, ""Did he hurt you?"" [Others say he says, ""Don't shoot!"", but according to TD's brand new super-duper VCR he definitely says ""Did he hurt you?""] We see a bullet casing hit the floor, SCULLY's face illuminated by a gunshot, DONNIE PFASTER having a slight reaction as the bullet passes through him, MULDER turning as the overhead light is blown out by the bullet.  MULDER stares at SCULLY who is still holding the gun where she fired it into DONNIE PFASTER's ribcage. She is horrified at what she has done.  The screen goes black as a gunshot rings out.)  SCENE 19  (SCULLY's apartment, later.  Crime scene.  MULDER has been talking to a policeman.  He sees SCULLY, now with a shawl wrapped around her pajamas, go into her bedroom and close the door.)  MULDER:    Excuse me.  COP:   Yeah. Sure.  (SCULLY closes the window and takes off the shawl. MULDER enters SCULLY's bedroom.)  MULDER:    If you want to pack some things, we can get out of here.  SCULLY:    Yeah.  (SCULLY pulls her Bible back out of the drawer and looks at MULDER.)  MULDER:    You can't judge yourself.  SCULLY:    (sitting on the bed)   Maybe I don't have to.  MULDER:    The Bible allows for vengeance.  SCULLY:    But the law doesn't.  MULDER:    (leaning into her)   The way I see it... he didn't give you a choice.  And my report will reflect that... in case you're worried.  Donnie Pfaster would've surely killed again if given the chance.  SCULLY:    He was evil, Mulder.  I'm sure about that, without a doubt. But there's one thing that I'm not sure of.  MULDER:    What's that?  SCULLY:    Who was at work in me.  Or what...  what made me... what made me pull the trigger.  MULDER:    You mean if it was God?  SCULLY:    I mean...  what if it wasn't?  (MULDER has no answer.  [Fade to black]  [THE END]   Return to the Scripts Page ",7,7
SCULLY:    The prisoner... the man you were guarding in this room. What happened to him?  ,7,7
SCULLY:    You didn't see him?  ,7,7
SCULLY:    What does this mean?  ,7,7
"SCULLY:    No, I only told you.  ",7,7
SCULLY:    I didn't mention the name of the song.  ,7,7
"SCULLY:    No, I'm sure I didn't, Mulder.  ",7,7
"SCULLY:    And for that I owe you an apology, Mulder.  ",7,7
"SCULLY:    Well, you were right.  I was looking too hard for connections that weren't there.  Orison was a murderer, plain and simple.  He liberated those prisoners so he could bring them out here and pass judgment on them.  ",7,7
"SCULLY:    You know, Donnie Pfaster placed the call to the police that led us out here.  It's almost like he's begging us to hunt him down.  ",7,7
SCULLY:    Go back to hell!  ,7,7
SCULLY:    (trying to reason with him)   Let me go!  The only reason why you're alive is because I asked the judge for life!  The only reason why you're alive is because we didn't kill you when we could!  ,7,7
SCULLY:    I'm a federal agent.  You do anything to me and they will not give you a break this time.  ,7,7
SCULLY:    Yeah.  ,7,7
SCULLY:    (sitting on the bed)   Maybe I don't have to.  ,7,7
SCULLY:    But the law doesn't.  ,7,7
"SCULLY:    He was evil, Mulder.  I'm sure about that, without a doubt. But there's one thing that I'm not sure of.  ",7,7
SCULLY:    Who was at work in me.  Or what...  what made me... what made me pull the trigger.  ,7,7
SCULLY:    I mean...  what if it wasn't?  ,7,7
SCULLY:    I can think of a neater one.  How you convinced me to drop everything and get on the first plane to Los Angeles.  ,7,8
"SCULLY:    Yeah, I saw the picture.  And as for this Amazing Maleeni turning his head all the way around, LIKE YOU SAID, MULDER:  neat trick.  ",7,8
SCULLY:    (crossing to him)  But... I'd guess this event was completely removed from the subsequent murder.  ,7,8
SCULLY:    Don't you?  ,7,8
"SCULLY:    Mulder, his head was cut off.  ",7,8
SCULLY:    Why are you talking like Tony Randall?  ,7,8
"SCULLY:    Mulder, I admit that I don't know how it happened but I still say that it was a murder.  So what's your theory?  ",7,8
SCULLY:    Who's the heckler?  ,7,8
"SCULLY:    Hang on a second.  Let me see this.  That heckler was pretty hard to impress wouldn't you say? Look, and then he just takes off in a huff.  ",7,8
"SCULLY:    Well, it's worth checking out, don't you think?  ",7,8
"SCULLY:    Ah, but observe.  His discarded soda cup.  The hand may be quicker than the eye but it still leaves fingerprints.  ",7,8
SCULLY:    Skeptic.  ,7,8
SCULLY:    Mr. LaBonge?  We're Agents Mulder and Scully from the FBI.  ,7,8
"SCULLY:    Were you at the, uh, Santa Monica Pier yesterday morning?  ",7,8
"SCULLY:    He's dead, under extremely suspicious circumstances.  ",7,8
SCULLY:    Your fingerprints.  You have a criminal record.  ,7,8
"SCULLY:    Well, you're on videotape heckling the deceased.  ",7,8
SCULLY:    No.  ,7,8
SCULLY:    Yeah.  ,7,8
"SCULLY:    Well, thank you, Mr. LaBonge.  We'll, uh... be in touch.  ",7,8
"SCULLY:    Mulder, I think that professional jealousy is as good a motive for murder as any.  ",7,8
SCULLY:    If I can get Mr. Maleeni into an autopsy bay hopefully we can put this issue to a rest as soon as possible.  ,7,8
"SCULLY:    All right, I'm stumped... and I think I'm supposed to be.  ",7,8
"SCULLY:    Well, first of all, and sorry to disappoint you but, uh, Mr. Maleeni's head didn't just magically fall off.  It was very carefully sawed.  Very slow and exacting work probably with a fine-tooth meat saw. And check out this little detail.  ",7,8
"SCULLY:    Spirit gum, Mulder.  It held the head to the body.  Just barely, of course.  ",7,8
"SCULLY:    Well, no.  As far as I can tell this man died of advanced coronary disease.  ",7,8
SCULLY:    Yeah.  ,7,8
"SCULLY:    No.  Which makes it even stranger still because, as far as I can tell this body has been dead for over a month.  I see signs of refrigeration.  ",7,8
"SCULLY:    Well, somebody performed yesterday.  ",7,8
SCULLY:    He certainly does.  ,7,8
SCULLY:    He might try and run.  ,7,8
SCULLY:    No.  We are investigating the death of a magician who called himself the Amazing Maleeni.  ,7,8
"SCULLY:    Yes, we know.  We checked his next of kin.  ",7,8
"SCULLY:    Do you know magic, Mr. Pinchbeck?  ",7,8
SCULLY:    No kidding.  What now?  ,7,8
"SCULLY:    Why do people do magic?  To, uh, impress, to delight to gain attention.  ",7,8
"SCULLY:    Well, maybe we should consult an expert.  Someone who knows magic, who's seen the greatest trick in the world.  Maybe he can help us figure that out.  ",7,8
SCULLY:    Yeah.  ,7,8
SCULLY:    The feeling of pride that comes from performing your civic duty.  ,7,8
SCULLY:     It would seem not.  ,7,8
"SCULLY:    Not even you, I guess.  ",7,8
SCULLY:    Thanks for your expert opinion.  I guess we're right back where we started.  ,7,8
SCULLY:    What would this be doing in Maleeni's van?  ,7,8
"SCULLY:    It's your handwriting, is it not?  Mr. Alvarez please answer the question.  ",7,8
SCULLY:    We ran it through the California criminal history database to which you seem to be quite well known.  ,7,8
SCULLY:    In Herman Pinchbeck's van.  Where were you last Thursday?  ,7,8
"SCULLY:    (friendly warning)   Don't leave town, Mr. Alvarez.  ",7,8
SCULLY:    Maybe he wasn't so adept.  LaBonge certainly doesn't have a high opinion of his skills.  ,7,8
SCULLY:    It's in your right hand.  ,7,8
"SCULLY:    (smiling, impressed)   Ah...  That's not bad.  ",7,8
SCULLY:    (warning him)    Mulder...  ,7,8
SCULLY:    (deadpan)   Ah-choo.  ,7,8
SCULLY:    (amused)  Amazing!  ,7,8
SCULLY:    And what's the point?  ,7,8
SCULLY:    And that's what's happening in this case?  ,7,8
SCULLY:    By whom?  Maleeni is already dead.  ,7,8
"SCULLY:    We'd like to have a word with you, Mr. Pinchbeck.  ",7,8
SCULLY:    (shocked)   Mulder?!  ,7,8
SCULLY:    You're Maleeni?  ,7,8
SCULLY:    We know.  Gambling debts to a man named Alvarez.  ,7,8
SCULLY:    So why'd you play poker with him?  ,7,8
"SCULLY:    Well, why did you lose?  You could have manipulated the cards, right?  ",7,8
"SCULLY:    Well, you could, right?  ",7,8
"SCULLY:    Well, sir... what does any of this have to do with your twin brother being found decapitated at the Santa Monica Pier?  ",7,8
SCULLY:    You found him dead of a heart attack.  ,7,8
SCULLY:    And so you refrigerated the body...  ,7,8
SCULLY:    And you posed as an amputee to allay suspicion that you weren't your brother.  ,7,8
"SCULLY:    You, uh, still haven't explained why you left your brother's body at the pier or why you arranged to have his head fall off.  ",7,8
"SCULLY:    What are you looking for, Mulder?  ",7,8
"SCULLY:    Mulder, it says here something about a robbery attempt yesterday.  ",7,8
"SCULLY:    (looking at the clipboard)   Yeah, well, Mr. Pinchbeck was the employee who signed out the truck.  He knew the schedule.  ",7,8
"SCULLY:    Maybe, maybe not.  ",7,8
