mulder_lines,season,episode
"MULDER (as MORRIS):    Joanne? (happy to know her name now)  Joanne, no.  ",6,4
MULDER (as MORRIS):    Sorry.  I'm just not myself lately.  ,6,4
MULDER (as MORRIS):    Thanks.  (into phone)  Mul... Morris.  ,6,4
"MULDER (as MORRIS):   (on phone)    Uh, I'm just running a little late.  ",6,4
MULDER (as MORRIS):   (on phone)    Bigger than what?  ,6,4
"MULDER (as MORRIS):   (on phone)    Oh, thank goodness, Scully, it's me.  ",6,4
"MULDER (as MORRIS):   (on phone)    It's me, Mulder.  ",6,4
"MULDER (as MORRIS):   (on phone)    I'm sorry I couldn't call sooner.  Look, something really weird happened last night when that UFO passed over us.  ",6,4
"MULDER (as MORRIS):   (on phone)    You don't remember?  You don't remember. Okay, the man that you're with, that's not me.  His name is Morris Fletcher. He's an Area 51 employee.  ",6,4
"MULDER (as MORRIS):   (on phone)    That's right.  Everybody here seems to think that I'm him, but I'm not.  I'm me. I'm Mulder.  ",6,4
MULDER (as MORRIS):   (on phone)    As long as they think that I'm him I have access but I'm going to need your help. (hears the click as MORRIS picks up) What was that?  ,6,4
MULDER (as MORRIS):   (on phone)    This may not be a secure line.  ,6,4
"MULDER (as MORRIS):   (on phone)    Better not say.  Look, just get out here as soon as you can.  ",6,4
MULDER (as MORRIS):   (on phone)    You won't.  I'll get in touch with you.  ,6,4
MULDER (as MORRIS):   (opening the bag of seeds)   Keep it.  ,6,4
"MULDER (as MORRIS):    There was a man in here, the attendant.  ",6,4
MULDER (as MORRIS):    What's happened again?  ,6,4
MULDER (as MORRIS):    We got to help this man.  ,6,4
MULDER (as MORRIS):    We can't just leave him here.  ,6,4
MULDER (as MORRIS):    This man needs a doctor.  ,6,4
"MULDER (as MORRIS):    ""Warp?""  ",6,4
"MULDER (as MORRIS):    According to quantum physics, it's possible.  ",6,4
MULDER (as MORRIS):    Lost time.  ,6,4
MULDER (as MORRIS):    What do we do about it?  ,6,4
"MULDER (as MORRIS):    Well, yeah, but I mean, how do we reverse it?  How do we get the lizard out of the rock?  ",6,4
MULDER (as MORRIS):    What?  ,6,4
MULDER (as MORRIS):    No.  No. It's not... It's not that you're disgusting. I-i-it's just that...  ,6,4
MULDER (as MORRIS):    Does Scully sound like a woman's name to you?  ,6,4
"MULDER (as MORRIS):    Oh, Joanne, I'm sure I've told you many times in the past that there are things about my work that unfortunately, I have to keep a secret.  ",6,4
"MULDER (as MORRIS):     My point is that there are a lot of things you don't know about me.  And... I've just... I've been under a lot of pressure lately. I mean, up is down and black is white.  I don't know where I stand anymore.  I don't even know... who I am really anymore.  I just... I know for sure that I am not the man you married.  I'm just not.  And I'm sorry.  I'm truly sorry.  ",6,4
MULDER (as MORRIS):    I think that that was the doorbell.  ,6,4
"MULDER (as MORRIS):    (quietly)   Scully, it's me.  It's Mulder.  ",6,4
"MULDER (as MORRIS):    I'm Mulder.  I'm really Mulder.  I switched bodies, places, identities with this man Morris Fletcher the man that you think is Mulder, but he's not.  (sees his reflection in the car window - of MORRIS)  Of course you don't believe me.  Why was I expecting anything different?  Your full name is Dana Katherine Scully.  Your badge number is... Hell! I don't know your badge number.  Your mother's name is Margaret.  Your brother's name is Bill Jr.  He's in the Navy and he hates me.  (no response from SCULLY) Lately, for lunch, you've been having this six-ounce cup of yogurt, plain yogurt, into which you stir bee pollen because you're on a bee pollen kick even though I tell you you're a scientist and you should know better.  ",6,4
"MULDER (as MORRIS):    Even that yogurt thing?  That is so you. That is so Scully.  Well, it's good to know you haven't changed.  That's somewhat comforting.  ",6,4
MULDER (as MORRIS):    I'll prove it to you.  ,6,4
MULDER (as MORRIS):    Scientific proof about what happened to us on that road two nights ago.  Fair enough?  ,6,4
"MULDER (as MORRIS):    I will prove it to you, Scully. Tonight.  I'll prove everything.  Okay?  ",6,4
"MULDER (as MORRIS):    Scully, I got it.  I got the proof.  ",6,4
MULDER (as MORRIS):   (betrayed)   Scully? You?  ,6,4
"MULDER (as MORRIS):   (to MORRIS) You!  You son of a bitch!  You orchestrated this whole thing! He's not me, Scully!  Would I do this?!  Would I do this?! Scully...!  Scully!  ",6,4
"MULDER (as MORRIS):    (yelling back to her)   No, you bastard, tell them the truth! Scully, he's not me!  He's not me!  Scully!  He's not me!  ",6,4
"MULDER AS MORRIS: Tell them the truth, you lying son of a bitch!  He's not me, Scully!  Scully!  Scully, he's not me!  ",6,5
"MULDER AS MORRIS: Hey... Hey, fellas, take... What about these?  Come on, fellas.  ",6,5
MULDER AS MORRIS: Who are you?  ,6,5
"MULDER AS MORRIS: Are you all right, Ma'am?  ",6,5
"MULDER AS MORRIS: Hey, Maverick would you mind?  ",6,5
MULDER AS MORRIS: Maverick...?  ,6,5
MULDER AS MORRIS: Maverick?  ,6,5
"MULDER AS MORRIS: (really frustrated)   Hey, Grandma Top Gun, will you shut the hell up?!  ",6,5
MULDER AS MORRIS: (confused)  Meaning?  ,6,5
"MULDER AS MORRIS: (faking it)   I didn't know if I could trust you.  We have a security leak, gentlemen and for all I knew it was one of you.  That's why I decided I should approach Agent Scully alone to find out who her contact is.  Unfortunately, her partner Agent (said with disgust) Mulder screwed everything up.  ",6,5
MULDER AS MORRIS: I knew that you wouldn't believe it until you figured it out for yourself.  ,6,5
"MULDER AS MORRIS: Oh, yeah. Absolutely.  ",6,5
MULDER AS MORRIS:   (laughing)   Of course.  ,6,5
"MULDER AS MORRIS: (trying to be friendly)  Hey, Chris.  Hey, I like the, uh... The, uh... The nose... (he touches the ring and she jerks back)  ",6,5
"MULDER AS MORRIS: Terry. Buddy.  Hey, Terence.  Sorry. How's it going?  ",6,5
MULDER AS MORRIS: Joanne...  ,6,5
"MULDER AS MORRIS: Joanne, listen to me.  There's something I got to tell you.  ",6,5
MULDER AS MORRIS: Dana Scully- Special Agent Dana Scully.  ,6,5
"MULDER AS MORRIS: She's my partner, Joanne.  ",6,5
"MULDER AS MORRIS: My name is not Morris Fletcher.  It's Fox Mulder. Special Agent Fox Mulder with the FBI.  Dana Scully is my FBI partner.  I am not your husband we are not married, we are complete strangers and I have a whole other life that I'm desperately trying to get back to.  ",6,5
"MULDER AS MORRIS: I want you to look out the window.  Will you just look out the window with me for a second?  See that car down there?  See the two men in it?  They're surveilling me. They're spying on me.  I don't know if your husband ever told you this but he has a very dangerous job and those two men in that car, like you, think that I'm him only they don't trust me.  So, one false move and I'm history.  Which means that your husband will also be history because I won't be able to get back and set things the way they're supposed to be.  Do you understand what I'm saying to you?  ",6,5
MULDER AS MORRIS AS MULDER: Maybe I like to read the New York Times backwards.  ,6,5
MULDER AS MORRIS: Where can we go?  ,6,5
MULDER AS MORRIS: You're right. We should get out of the house.  Go someplace with a lot of people.  ,6,5
MULDER AS MORRIS: Mm-hmm.  ,6,5
MULDER AS MORRIS: (smiling and stroking her face)   What do you say?  ,6,5
"MULDER AS MORRIS: No, I'm not expecting someone.  ",6,5
"MULDER AS MORRIS: Joanne, have another white wine.  ",6,5
"MULDER AS MORRIS: Whoa, ooh, that beer, it went right through me.  I got to... I'll be right back.  ",6,5
MULDER AS MORRIS:   Scully.  ,6,5
MULDER AS MORRIS:  (getting in the car with her)  What are you doing here?  ,6,5
MULDER AS MORRIS: I guess I make a lousy husband.  ,6,5
"MULDER AS MORRIS: Yeah, I do.  ",6,5
MULDER AS MORRIS: So what?  ,6,5
MULDER AS MORRIS: You take that to Scully right now.  ,6,5
MULDER AS MORRIS: His buddy?  He doesn't trust me as far as he can throw me.  You saw to that.  ,6,5
MULDER AS MORRIS: Hey.  ,6,5
"MULDER AS MORRIS: Hey, guys.  ",6,5
"MULDER AS MORRIS: It's, uh... Beer.  ",6,5
"MULDER AS MORRIS: No, it's beer.  ",6,5
MULDER AS MORRIS: Morris Fletcher.  ,6,5
MULDER AS MORRIS: I'm hoping this'll be our last meeting.   Agent Scully's flying back with the analysis of that flight data recorder.  ,6,5
MULDER AS MORRIS: I know.  The real Morris Fletcher knows you're the leak.  ,6,5
MULDER AS MORRIS: Why'd you do it?  ,6,5
"MULDER AS MORRIS: Well, why?  ",6,5
MULDER AS MORRIS: What is the truth?  ,6,5
MULDER AS MORRIS: Don't know what?  ,6,5
"MULDER AS MORRIS: Well, if you don't know, why'd you call me?  ",6,5
MULDER AS MORRIS: You don't look too happy.  Don't tell me I'm going to have to put two kids through school.  ,6,5
MULDER AS MORRIS: And how do I get back?  ,6,5
MULDER AS MORRIS: I might wind up with my head in a rock.  ,6,5
"MULDER AS MORRIS: (depressed)   What about him?  I mean, me. Whatever. Whoever he is.  ",6,5
"MULDER AS MORRIS: What do you mean, ""just tagging along""?  ",6,5
MULDER AS MORRIS: No. You can explain it to them like you explained it to me.  You have the data.  You can make them understand.  You can get your job back.  ,6,5
MULDER AS MORRIS: (through clenched teeth) If I... shoot him is that murder or suicide?  ,6,5
"MULDER AS MORRIS: Hey, Scully...  ",6,5
MULDER AS MORRIS:   What are you doing here?  ,6,5
"MULDER AS MORRIS: Joanne, I told you-- I'm not your husband.  (points to MORRIS)  This man is.  ",6,5
"MULDER AS MORRIS: Come on, Morris.  Let's go.  ",6,5
"MULDER AS MORRIS: We got to get back to that highway, back to the exact spot where this all began.  It may be our only chance.  ",6,5
MULDER AS MORRIS: This isn't what it looks like.  ,6,5
MULDER AS MORRIS: The warp that  started this is snapping back like a rubber band.  ,6,5
MULDER: (to HOWARD)  Why are you doing this?  ,6,5
MULDER AS MORRIS: It'll be like the last few days never happened.  You won't remember any of this.  ,6,5
MULDER:   (on phone)   Mulder.  ,6,5
"MULDER:   (on phone)   Oh, yeah?  ",6,5
"MULDER:   (on phone)   Well, I guess you were right, Scully.  Just another crackpot who watches too much Star Trek.  ",6,5
"MULDER:   (on phone)   Hey, Scully?  I, uh, know it's not your normal life, but...  Thanks for coming out there with me.  ",6,5
"MULDER:    Oh, Mulder. Fox Mulder.  Though I ask you not to make that known to anybody.  The FBI likes to keep our work on these cases very hush-hush.  ",6,6
"MULDER:   Oh.  No, no, no. I'll thank him for you because I have to call in my, uh, progress report.  ",6,6
"MULDER:    Oh, me, too.  All right.  ",6,6
"MULDER:    Not many.  Certainly not in the way yours did,  Mrs. Weinsider.  ",6,6
"MULDER:    You mentioned a fire in the room, in your account and a, uh... a devil that held your legs...  ",6,6
MULDER:    But according to your statement  your baby... was not a normal baby.  ,6,6
MULDER:    Um... You were right there in bed with your wife the whole time Mr. Weinsider?  ,6,6
"MULDER:    But according to... your wife's statement, at one point she... she reached over for you in the bed and you weren't there.  ",6,6
MULDER:    (suspicious)  Yeah.  Mind if I use your phone... Wayne?  ,6,6
"MULDER:  (on phone)    Hey, Scully, it's me.  ",6,6
"MULDER:  (on phone)    I, uh... Before I tell you  I-I'm going to ask you to keep an open mind.  ",6,6
MULDER:  (on phone)    Call it what you like. Here in Roanoke they're calling it a demon baby snatching.  ,6,6
"MULDER:  (on phone)    Look,  I want you to look at this woman's charts. Strange in utero deformities were detected. I'm going to courier them to you, all right?  ",6,6
"MULDER:  (on phone)    Scully, Spender just round filed this case-- it's unconscionable.  ",6,6
MULDER:  (on phone)    Like that's any different from the assignment we're stuck with.  ,6,6
"MULDER:  (on phone)    Scully, this is a classic case of demon fetal harvest- what they called in the middle ages atum nocturnem-- the impregnation of an unwitting woman by a dark lord of the underworld...  ",6,6
MULDER:  (on phone)    Exactly.  ,6,6
"MULDER:  (on phone)    Yeah, but this is the real deal.   You check that woman's charts, you'll get hard evidence.   Check her prenatal ultrasound.  ",6,6
"MULDER:  (on phone)    Just humor me, Scully. Take a look at those medical records.  I think they'll prove my theory.  ",6,6
MULDER:  (on phone)    Mulder.  ,6,6
MULDER:  (on phone)    What'd you find?  ,6,6
MULDER:  (on phone)    Describe them to me.  ,6,6
"MULDER:  (on phone)    ""Protuberances?""   You mean, like horns?  ",6,6
MULDER:  (on phone)    Do you think this is something that could be passed along by the father?  ,6,6
MULDER:  (on phone)    What are you talking about?  ,6,6
"MULDER:  (on phone)    ""Mandrake?""  ",6,6
MULDER:  (on phone)    You think Mrs. Weinsider self-prescribed?  ,6,6
MULDER:  (on phone)    Yeah? What? Yes?  ,6,6
"MULDER:  (on phone)    All right, thank you.  ",6,6
MULDER:    Mandrake.  ,6,6
"MULDER:    Hey, why don't you just let your sister talk?   It might clear things up.  ",6,6
MULDER:    She's not under arrest.  ,6,6
MULDER:    Wayne-- Mr. Weinsider-I-I don't want to arrest Laura.  I'm sure you'd hate like the devil for that to happen as well.  ,6,6
MULDER:    So why don't you tell Deputy Stevens that it's okay to search the premises so we can clear up any misunderstanding about who's responsible for what happened here?  ,6,6
MULDER:    Whatever else we find I know everybody in this house is regular.  ,6,6
MULDER:    I know what you are.  ,6,6
"MULDER:    Hey, Wayne.  Where you going?  ",6,6
MULDER:    You seem like you're in an awful big hurry.  ,6,6
MULDER:    Really? An appointment?  Appointment with who?  ,6,6
"MULDER:    Right, you're in the insurance business.  That must take you out on the road an awful lot, huh?  ",6,6
MULDER:    So where is our appointment?  How far do we have to go?  ,6,6
"MULDER:    Come on, Wayne, I'll race you.  ",6,6
"MULDER:    Okay, speed racers.  That's enough driver's education for today.  ",6,6
MULDER:  (on phone)    Yeah.  ,6,6
MULDER:  (on phone)    What?  ,6,6
MULDER:  (on phone)    Tell him I'm down here doing a background check on somebody.  (hangs up)  ,6,6
MULDER:    I was down in the basement at county records doing a background check.  ,6,6
MULDER:    That's where I was. I was piecing together the history of the man that did this to her.  ,6,6
MULDER:    Perfect.  ,6,6
MULDER:    Not a shred of evidence is exactly the evidence I'd hoped you'd find.  Check this out.  ,6,6
"MULDER:    Wayne Weinsider. He's a Czech national, emigrated in 1994.  He's also known as Bud Hasselhoff, also known as Gordy Boitano.  ",6,6
MULDER:    There's  more. Read on.  ,6,6
MULDER:    I'm not suggesting anything.  I think the facts speak for themselves.  ,6,6
MULDER:    I don't know why; I'm not a psychologist but this is the best explanation for how that I've heard.  ,6,6
"MULDER:    You're going to find discrete osteopathic deformities to the upper vertebrae, two bony protrusions between the parietal and occipital lobes of the skull.  ",6,6
MULDER:    Put out an APB for your brother-in-law.  He's not going to come back here.  ,6,6
MULDER:    Just find him.  ,6,6
"MULDER:    He's done this to other women here, Scully just like in Czechoslovakia.  My guess is that baby we just dug up belonged to one of Wayne's other wives.  ",6,6
MULDER:    He's exercising his biological imperative and he'll do anything or say anything he has to to succeed.  ,6,6
MULDER:    Because they're demons and he wants a normal child.  ,6,6
MULDER:  (on phone)    15527 Leahy.  That's in Cave Spring.  It's West Roanoke.  Cave Spring. Thank you.  Thank you very much for your help.  ,6,6
"MULDER:    Scully, hold on.  ",6,6
MULDER:    Harmony Mutual Insurance has a second address for Wayne Weinsider all  the way across the other side of Roanoke County.  ,6,6
"MULDER:    Well, think about it, Scully.  He meets or screens prospective women through work. That's probably why he came to this country in the first place-- bigger gene pool more women-- then he plants as many seeds as he can. Let's just hope he hasn't been able to harvest many more of them.  ",6,6
MULDER:    Wayne!  It's over.  ,6,6
"MULDER:    Where's the baby, Wayne?  ",6,6
MULDER:    Put the shovel down.  Your lies won't work anymore.  ,6,6
MULDER:    Where's the baby?  ,6,6
MULDER:    You can't blame anyone else like you did with Laura.  ,6,6
"MULDER:   (pulling him back)  Hey, cut it out!  Come on.  You're in enough trouble as it is.  You don't want to complicate your situation further by endangering his life again, do you?  ",6,6
MULDER:    I think the why is directly related to the how.  ,6,6
MULDER:    We should just go talk to this other wife of his.  This woman Betsy. Come on.  ,6,6
MULDER:    (to SCULLY)   How many?  ,6,6
MULDER:    I know.  ,6,6
MULDER:    I don't think he did anything with it.  ,6,6
"MULDER:    These weren't Wayne's babies, Scully.  ",6,6
MULDER:    I think Wayne realized something last night.  That's why he was out here digging.  He realized that he'd met someone even more evil than he was-- who would sacrifice what he desperately wanted for himself.  ,6,6
MULDER:    It was no coincidence that she ran into us last night.  We were taken in by her just like Wayne was-- by a woman who would say anything or do anything to get what she wanted-- who was even more driven than he was.  ,6,6
MULDER:    To have what only Wayne could give her.  ,6,6
"MULDER:    Nice to meet you, sir.  ",6,7
"MULDER:    Come on, Scully.  You act like I intentionally misled you.  Over the past 30 years this town has had more tornadoes heat waves and hailstorms than any other town in the country.  It's like ground zero for extreme weather.  ",6,7
"MULDER:    Well, if that's true-- if Daryl Mootz is controlling the weather for profit-- then that is a crime and that should be investigated.  ",6,7
"MULDER:    Yeah, but how many scapegoats lease office space?  ",6,7
MULDER:    (holding out his badge)  Agents Mulder and Scully with the FBI. We're looking for Daryl Mootz.  ,6,7
MULDER:    We want to see the king.  ,6,7
"MULDER:    Well, when you say ""on business"" you mean he's making it rain?  ",6,7
"MULDER:    (still interested in the TV)   This, uh, TV station-- is that far from here?  ",6,7
MULDER:    (smiling at SCULLY)  It's like looking in a mirror.  ,6,7
"MULDER:    Well, from what I've read about Kroner you've had more than your fair share of unusual weather.  ",6,7
"MULDER:    No, no, um... What about the rain?  ",6,7
MULDER:    (holding the list they got from CINDY)   I have a list of over 40 names here-- people in four different counties-- who claim that Daryl Mootz has made it rain for them.  ,6,7
MULDER:    According to his schedule the King should have been here by now.  ,6,7
MULDER:    How do you explain your unique ability?  ,6,7
MULDER:    Try me.  I watch the Weather Channel.  ,6,7
"MULDER:    Well, this is not without historical precedent.  The Old West was full of traveling men who claimed to be rainmakers.  The Pueblo Indians even had a rain dance.  ",6,7
"MULDER:    Scully, I don't think it's a coincidence that a cow gets hurled at me just as we're down here investigating the weather.  ",6,7
"MULDER:    I'm telling you, that cow had my name on it.  ",6,7
MULDER:    Are you saying that you're somehow responsible for the...  ,6,7
MULDER:    What's your connection to Daryl Mootz?  ,6,7
"MULDER:    And ever since then, the rain's been following him.  ",6,7
MULDER:    No.  I can tell you without a doubt that you're not responsible for any of that weather.  ,6,7
MULDER:    Agent Scully and I specialize in these types of cases and-and-and although you may have had some bad luck you didn't cause any of it.  ,6,7
"MULDER:    Yeah, yeah, I'm... I'm sure.  Scully, you have any doubts?  ",6,7
MULDER:    You see?  ,6,7
MULDER:    You're welcome.  ,6,7
MULDER:    What are you talking about?  ,6,7
"MULDER:    Look at this, Scully  (holds up newspaper)   September 20, 1991, it rained rose petals for nearly an hour.  ",6,7
"MULDER:    She's not. Neither is Daryl.  Check this out-- on the same day that it rained rose petals.  ""Irene Hardt, beloved wife and devoted mother passed away yesterday afternoon... She's survived by one son, Holman Hardt.""  ",6,7
"MULDER:    Holman Hardt is manufacturing the weather.  Did you see how relieved he was when he learned that Daryl was drunk?  I've been doing some checking. Holman Hardt has been hospitalized five times with nervous exhaustion, each time coinciding with a major meteorological event.  ",6,7
"MULDER:    Most people will admit that the weather plays a significant role in the way they feel, right?  There's even that disorder.  ",6,7
"MULDER:    Mm-hmm, yeah.  Well, who's to say that it doesn't work the other way around-- that the way someone feels can affect the weather... that the weather is somehow an expression of Holman Hardt's feelings or-or-or better still, the feelings that he's not expressing?  ",6,7
"MULDER:    Hey, Holman.  ",6,7
"MULDER:    I've come to say good-bye, Holman.  ",6,7
MULDER:    Yeah.  But I want you to get some help before you kill somebody.  ,6,7
"MULDER:    You know what I'm talking about.  You're not just a weatherman, you're the weatherman.  You're the person who's been affecting the weather.  ",6,7
"MULDER:    I don't think it works that way.  I don't think you don't do it on purpose.  I just think you bottle up your emotions-- anger, grief, or love or whatever-- and then, as a response, it rains or hails or there's a flying cow.  ",6,7
"MULDER:    And whatever it is, you got to let it out.  ",6,7
"MULDER:    Yeah, you can.  (sits beside him)  It's Sheila, isn't it?  You love her.  You've always loved her.  That, uh, tornado at the high school... that was you, wasn't it?  ",6,7
MULDER:    And you've never told her the way you feel?  ,6,7
"MULDER:    Well, you better tell her or you're going to kill somebody. (crosses to the door)  ",6,7
MULDER:    I got a plane to catch.  ,6,7
MULDER:    I am meeting my partner at the airport.  ,6,7
MULDER:    Excuse me. Hold on.  (into phone)  Mulder.  ,6,7
MULDER:   (on phone)   I'm on my way.  ,6,7
MULDER:   (on phone)   Fog?  (looks accusingly at HOLMAN)  Holman!  ,6,7
MULDER:   (on phone)   Yeah... he wants advice.  Dating advice.  ,6,7
"MULDER:   (on phone)   Yours truly.  (VERRRRY LOOOONG pause)  Hello?  Hey, Scully.  Scully, you there?  ",6,7
"MULDER:   (on phone, one word at a time)   I will talk to you later.  ",6,7
"MULDER:    This is about you, Holman.  I'm here to help you.  I'm perfectly happy with my friendship with Agent Scully.  ",6,7
MULDER:    (straightens HOLMAN's tie)  Just tell her how you feel.  ,6,7
MULDER:    And Holman.  I do not gaze at Scully.  ,6,7
MULDER:    Well?  ,6,7
"MULDER:    (grinning at HOLMAN)   Oh, you did it.  ",6,7
MULDER:    What are you talking about?  ,6,7
"MULDER:    (entering)   Hey!  Hey, Daryl.  Cut it out, man.  ",6,7
MULDER:    Daryl.  ,6,7
"MULDER:    (looking through a window at a weather monitor)  Scully, do you know anything about, um... weather radar?  ",6,7
MULDER:    What does red mean?  ,6,7
MULDER:    Looks like we're not going to be able to catch our plane.  ,6,7
"MULDER:    If she's here, he'll be here.  ",6,7
"MULDER:    Come on, Holman, now make it stop.  ",6,7
MULDER:    My fault?  ,6,7
"MULDER:    Yes, he was.  ",6,7
"MULDER:    (desperate)   Tell her, Holman.  ",6,7
"MULDER:    I'll build the ark, you gather the animals.  ",6,7
MULDER:    (calling after her)   I was kidding.  ,6,7
MULDER:    Where's your leg?  ,6,7
MULDER:    You might want to take a look at the king-- make sure he's all right.  Whatever happened to Sheila?  ,6,7
MULDER:    I didn't know reunions could be so...  ,6,7
"MULDER:    Well, how'd it go?  ",6,7
MULDER:    (happy to see her)  I almost gave up on you.  ,6,8
MULDER:    Stakeout.  ,6,8
MULDER:    It's an important date.  ,6,8
MULDER:    Important to why we're here.  Why don't you turn off your car and I'll fill you in on the details.  ,6,8
MULDER:    Oh.  ,6,8
"MULDER:    Look, if you've got Christmas stuff to do I don't want to... you know...  ",6,8
MULDER:    I just thought you'd be more... curious.  ,6,8
MULDER:    No one.  ,6,8
MULDER:    The former occupants.  ,6,8
MULDER:    That's the story.  ,6,8
MULDER:    No. Actually that was a left cheek sneak.  ,6,8
MULDER:    Technically speaking they're called apparitions.  ,6,8
MULDER:    I'll make it fast.  I'll just give you the details.  ,6,8
"MULDER:    (mysteriously)   Christmas, 1917.  It was a time of dark, dark despair.  American soldiers were dying at an ungodly rate in a war-torn Europe while at home, a deadly strain of the flu virus attacked young and old alike. Tragedy was a visitor on every doorstep while a creeping hopelessness set in with every man, woman and child. It was a time of dark, dark despair.  ",6,8
MULDER:    But here at 1501 Larkspur Lane for a pair of star-crossed lovers tragedy came not from war or pestilence-- not by the boot heel or the bombardier-- but by their own innocent hand.  ,6,8
"MULDER:    His name was Maurice.  He was a... a brooding but heroic young man beloved of Lyda, a sublime beauty with a light that seemed to follow her wherever she went.  They were likened to two angels descended from heaven whom the gods could not protect from the horrors being visited upon this cold, grey earth.  ",6,8
MULDER:    Driven by a tragic fear of separation they forged a lovers' pact so that they might spend eternity together and not spend one precious Christmas apart.  ,6,8
MULDER:    And their ghosts haunt this house every Christmas Eve.  ,6,8
MULDER:    I just gave myself chills.  ,6,8
MULDER:    You don't believe in ghosts?  ,6,8
MULDER:    Well... Yeah.  I thought everybody believed in ghosts.  ,6,8
MULDER:    My best to the family.  ,6,8
MULDER:    I'm just going to take a look.  ,6,8
MULDER:    Change your mind?  ,6,8
MULDER:    No.  ,6,8
MULDER:    Why would I take your car keys?  ,6,8
MULDER:    Maybe it was a ghost.  ,6,8
MULDER:    That's a cold wind.  ,6,8
MULDER:    I think the spirits are among us.  ,6,8
MULDER:    Sounds like there's somebody walking around upstairs.  ,6,8
MULDER:    There. You hear that?  ,6,8
MULDER:    There's nothing to be afraid of.  ,6,8
MULDER:    Ghosts are benevolent entities.  ,6,8
MULDER:    Mostly.  ,6,8
MULDER:    Shh!  What was that?  ,6,8
MULDER:    (trying another locked door)  Mm-hmm.  ,6,8
MULDER:    Tell me you're not afraid.  ,6,8
MULDER:    (not moving)   I got your back.  ,6,8
MULDER:    No one lives here.  ,6,8
MULDER:    Must have been some kind of electrical surge.  ,6,8
MULDER:    Is it?  ,6,8
MULDER:    Yeah.  ,6,8
MULDER:    Why would anyone want to live in a cursed house?  ,6,8
MULDER:    Every couple that's ever lived here has met a tragic end. Three double murders in the last 80 years.  All on Christmas Eve.  ,6,8
MULDER:    Whoa... There's that sound again  ,6,8
MULDER:    (chuckling)  I think there's a hiding space under the floorboards.  ,6,8
MULDER:    There may be somebody trapped under there.  ,6,8
MULDER:    I got to get them out.  ,6,8
"MULDER:    Hey, you have a gun, right?  Rationally, you've been in much more dangerous situations.  ",6,8
MULDER:    I was half right.  ,6,8
"MULDER:    Hey, Scully...  Look at this.  ",6,8
MULDER:    Yeah.  ,6,8
MULDER:    What?  ,6,8
MULDER:    How embarrassing.  ,6,8
MULDER:    Oh... Scully...  ,6,8
"MULDER:    (realizing)  Hey, Scully...  ",6,8
MULDER:    All right.  I'm beginning to... Get this.  ,6,8
MULDER:    I should come out... This door.  ,6,8
MULDER:    Scully!  ,6,8
MULDER:    Scully!  ,6,8
"MULDER:    Hey, Scully.   Scully, can you hear me?  ",6,8
MULDER:    Hey!  Who are you?  ,6,8
MULDER:    No.  ,6,8
MULDER:    That's very funny.  ,6,8
MULDER:    Have you looked at the door?  ,6,8
MULDER:    Tell me what you see.  ,6,8
MULDER:    That's a door with a brick wall behind it.  ,6,8
MULDER:    You're playing tricks on me.  ,6,8
"MULDER:    Yeah? That's a trick in itself, isn't it?  You've been playing tricks on us since we got here.  ",6,8
"MULDER:    Ah, that's very funny coming from a ghost.  ",6,8
MULDER:    Strange folks?  ,6,8
MULDER:    Like those folks under the floorboard  ,6,8
MULDER:    How did you do that?  ,6,8
MULDER:    There were corpses here-- bodies buried under the floorboards.  ,6,8
MULDER:    No.  ,6,8
MULDER:    No.  ,6,8
MULDER:    Wow.  I didn't know such a thing existed.  ,6,8
MULDER:    And what category is that?  ,6,8
MULDER:    That's a category?  ,6,8
MULDER:    I don't think that pegs me exactly.  ,6,8
MULDER:    Because I have seen them?  ,6,8
"MULDER:    ""Paramasturbatory""?  ",6,8
"MULDER:    All right, now just, uh... Just back off for a second.  ",6,8
MULDER:    (confident)   I'm not alone.  ,6,8
"MULDER:    No, I came here with my partner. She's somewhere in the house.  ",6,8
MULDER:    I'd just like to find my partner.  ,6,8
"MULDER:    Who are you, now?  ",6,8
MULDER:    I'm trying to get out of this room.  ,6,8
MULDER:    Excuse me.  ,6,8
MULDER:    Frump.  ,6,8
MULDER:    You're a ghost.  ,6,8
MULDER:    What happened to the star-crossed lovers?  ,6,8
"MULDER:    (realizing)   It's you.  You're Lyda, and that was Maurice. But you've aged.  ",6,8
MULDER:    To all what?  ,6,8
MULDER:    We came here looking for you.  ,6,8
MULDER: (chuckling)  No.  ,6,8
MULDER:    Why?  ,6,8
MULDER:    (crossing his arms over his chest)  What about her?  ,6,8
MULDER:    Yeah.  ,6,8
MULDER:    What experience?  ,6,8
MULDER:    I thought you had a lovers' pact.  ,6,8
MULDER:    (shocked)   Oh...!  ,6,8
MULDER:    (rather disgusted)   Why are you showing it to me?  ,6,8
"MULDER:    Oh, you're trying to tell me that Scully's going to shoot me. Scully is not going to shoot me.  ",6,8
MULDER:    I wouldn't shoot her.  ,6,8
MULDER:    (confidently)   I wouldn't let her.  ,6,8
MULDER:    (sighing with a smile)  We're not lovers.  ,6,8
"MULDER:    (outside door)   Hey, Scully!  ",6,8
MULDER:    (outside door)   Scully?!  ,6,8
"MULDER:    (outside door)   Scully... Scully, are you there?!  ",6,8
"MULDER:    (outside door)   Open the door, Scully!  ",6,8
MULDER:    Where's Scully?  ,6,8
"MULDER:    There's no getting out of here, Scully.  There's no way home. (fires)  ",6,8
MULDER:    You going to shoot me?!  ,6,8
